Date Day,Power (kW) [Y],Temperature (C) [X],Hour,Week Day
2015-12-04,1781.0,16.2,18,4
2015-12-04,1462.0,16.2,19,4
2015-12-04,1144.0,15.9,20,4
2015-12-04,982.0,15.6,21,4
2015-12-04,890.0,15.2,22,4
2015-12-04,862.0,14.5,23,4
2015-12-05,812.0,14.4,0,5
2015-12-05,860.0,11.4,8,5
2015-12-05,857.0,11.3,9,5
2015-12-05,877.0,12.4,10,5
2015-12-05,871.0,13.6,11,5
2015-12-05,892.0,16.2,12,5
2015-12-05,888.0,17.7,13,5
2015-12-05,902.0,17.4,14,5
2015-12-05,907.0,18.5,15,5
2015-12-05,906.0,18.4,16,5
2015-12-05,932.0,16.8,17,5
2015-12-05,907.0,15.0,18,5
2015-12-05,862.0,14.3,19,5
2015-12-05,841.0,14.2,20,5
2015-12-05,810.0,14.3,21,5
2015-12-06,832.0,11.4,17,6
2015-12-06,830.0,14.4,18,6
2015-12-06,833.0,14.0,19,6
2015-12-06,809.0,13.7,20,6
2015-12-07,812.0,12.1,6,0
2015-12-07,1108.0,12.2,7,0
2015-12-07,1527.0,12.6,8,0
2015-12-07,2042.0,12.5,9,0
2015-12-07,2322.0,12.8,10,0
2015-12-07,2329.0,13.4,11,0
2015-12-07,2272.0,14.1,12,0
2015-12-07,2244.0,14.6,13,0
2015-12-07,2081.0,14.7,14,0
2015-12-07,2108.0,14.7,15,0
2015-12-07,2290.0,14.5,16,0
2015-12-07,2027.0,14.3,17,0
2015-12-07,974.0,13.4,21,0
2015-12-07,895.0,12.8,22,0
2015-12-07,853.0,12.3,23,0
2015-12-08,822.0,12.1,0,1
2015-12-08,808.0,11.8,1,1
2015-12-09,1856.0,13.6,12,2
2015-12-09,2307.0,14.3,13,2
2015-12-09,2263.0,14.8,14,2
2015-12-09,840.0,14.9,17,2
2015-12-09,1919.0,15.0,18,2
2015-12-09,1563.0,14.6,19,2
2015-12-09,1234.0,14.4,20,2
2015-12-09,1073.0,14.3,21,2
2015-12-09,1005.0,14.1,22,2
2015-12-09,924.0,13.9,23,2
2015-12-10,875.0,13.8,0,3
2015-12-10,853.0,13.6,1,3
2015-12-10,851.0,13.5,2,3
2015-12-10,833.0,13.4,3,3
2015-12-10,808.0,13.3,4,3
2015-12-10,818.0,13.3,5,3
2015-12-10,877.0,13.2,6,3
2015-12-10,1173.0,13.2,7,3
2015-12-10,1571.0,13.1,8,3
2015-12-10,1931.0,13.1,9,3
2015-12-10,2343.0,13.1,10,3
2015-12-10,2365.0,13.2,11,3
2015-12-10,2272.0,13.5,12,3
2015-12-10,2239.0,13.9,13,3
2015-12-10,2353.0,14.4,14,3
2015-12-10,2281.0,15.0,15,3
2015-12-10,2318.0,15.1,16,3
2015-12-10,2099.0,14.8,17,3
2015-12-10,1823.0,14.6,18,3
2015-12-10,1507.0,14.2,19,3
2015-12-10,1227.0,13.8,20,3
2015-12-10,1048.0,13.5,21,3
2015-12-10,976.0,13.1,22,3
2015-12-10,939.0,12.8,23,3
2015-12-11,867.0,12.6,0,4
2015-12-11,853.0,12.1,1,4
2015-12-11,836.0,11.7,2,4
2015-12-11,828.0,11.7,3,4
2015-12-11,826.0,11.5,4,4
2015-12-11,835.0,11.3,5,4
2015-12-11,881.0,10.8,6,4
2015-12-11,1186.0,10.5,7,4
2015-12-11,1577.0,10.4,8,4
2015-12-11,2050.0,10.5,9,4
2015-12-11,2338.0,11.0,10,4
2015-12-11,2289.0,11.6,11,4
2015-12-11,2190.0,12.0,12,4
2015-12-11,2212.0,13.0,13,4
2015-12-11,2254.0,13.8,14,4
2015-12-11,2342.0,13.6,15,4
2015-12-11,2276.0,13.8,16,4
2015-12-11,2072.0,13.6,17,4
2015-12-11,1810.0,13.6,18,4
2015-12-11,1505.0,13.8,19,4
2015-12-11,1210.0,13.8,20,4
2015-12-11,1040.0,13.4,21,4
2015-12-11,958.0,12.9,22,4
2015-12-11,895.0,12.3,23,4
2015-12-12,840.0,12.3,0,5
2015-12-12,830.0,12.2,1,5
2015-12-12,807.0,12.0,2,5
2015-12-12,815.0,10.5,7,5
2015-12-12,860.0,10.5,8,5
2015-12-12,869.0,11.3,9,5
2015-12-12,908.0,12.2,10,5
2015-12-12,901.0,13.4,11,5
2015-12-12,890.0,14.6,12,5
2015-12-12,895.0,15.6,13,5
2015-12-12,923.0,16.2,14,5
2015-12-12,949.0,16.2,15,5
2015-12-12,964.0,16.0,16,5
2015-12-12,992.0,15.6,17,5
2015-12-12,997.0,15.3,18,5
2015-12-12,911.0,14.5,19,5
2015-12-12,874.0,14.6,20,5
2015-12-12,844.0,13.6,21,5
2015-12-12,824.0,12.8,22,5
2015-12-12,817.0,12.2,23,5
2015-12-13,814.0,12.1,0,6
2015-12-13,810.0,16.2,14,6
2015-12-13,845.0,15.9,15,6
2015-12-13,856.0,15.9,16,6
2015-12-13,886.0,15.8,17,6
2015-12-13,875.0,15.2,18,6
2015-12-13,863.0,13.9,19,6
2015-12-13,856.0,13.6,20,6
2015-12-13,859.0,14.1,21,6
2015-12-13,833.0,14.3,22,6
2015-12-13,840.0,15.1,23,6
2015-12-14,875.0,15.7,11,0
2015-12-14,2459.0,16.3,12,0
2015-12-14,2425.0,16.5,13,0
2015-12-14,2423.0,16.7,14,0
2015-12-14,2444.0,16.9,15,0
2015-12-14,2345.0,16.9,16,0
2015-12-14,2218.0,16.9,17,0
2015-12-14,1925.0,16.6,18,0
2015-12-14,1670.0,16.6,19,0
2015-12-14,827.0,16.4,20,0
2015-12-15,1327.0,17.0,20,1
2015-12-15,1127.0,16.9,21,1
2015-12-15,869.0,16.8,22,1
2015-12-15,941.0,16.6,23,1
2015-12-16,897.0,14.6,0,2
2015-12-16,887.0,12.5,1,2
2015-12-16,860.0,12.1,2,2
2015-12-16,850.0,11.9,3,2
2015-12-16,845.0,11.9,4,2
2015-12-16,837.0,11.8,5,2
2015-12-16,880.0,11.2,6,2
2015-12-16,1209.0,10.8,7,2
2015-12-16,1572.0,10.8,8,2
2015-12-16,1987.0,11.8,9,2
2015-12-16,2152.0,12.8,10,2
2015-12-16,2153.0,13.3,11,2
2015-12-16,2153.0,14.5,12,2
2015-12-16,2177.0,16.0,13,2
2015-12-16,2301.0,16.8,14,2
2015-12-16,2287.0,17.1,15,2
2015-12-16,2320.0,16.5,16,2
2015-12-16,2130.0,15.6,17,2
2015-12-16,1877.0,15.8,18,2
2015-12-16,1582.0,16.9,19,2
2015-12-16,1100.0,15.2,21,2
2015-12-16,1027.0,14.2,22,2
2015-12-16,949.0,13.2,23,2
2015-12-17,869.0,12.2,0,3
2015-12-17,893.0,11.2,1,3
2015-12-17,874.0,11.1,2,3
2015-12-17,849.0,10.8,3,3
2015-12-17,822.0,10.8,4,3
2015-12-17,832.0,11.0,5,3
2015-12-17,853.0,10.6,6,3
2015-12-17,1168.0,10.3,7,3
2015-12-17,1577.0,10.8,8,3
2015-12-17,2009.0,11.9,9,3
2015-12-17,2157.0,14.0,10,3
2015-12-17,2255.0,16.5,11,3
2015-12-17,2212.0,17.1,12,3
2015-12-17,2206.0,18.2,13,3
2015-12-17,2276.0,18.1,14,3
2015-12-17,2335.0,17.5,15,3
2015-12-17,2303.0,17.1,16,3
2015-12-17,2164.0,16.8,17,3
2015-12-17,1890.0,16.6,18,3
2015-12-17,1607.0,16.4,19,3
2015-12-17,1329.0,16.4,20,3
2015-12-17,1116.0,16.4,21,3
2015-12-17,1033.0,16.4,22,3
2015-12-17,958.0,16.3,23,3
2015-12-18,907.0,16.1,0,4
2015-12-18,902.0,16.1,1,4
2015-12-18,892.0,15.9,2,4
2015-12-18,875.0,15.6,3,4
2015-12-18,858.0,15.4,4,4
2015-12-18,860.0,14.6,5,4
2015-12-18,910.0,13.9,6,4
2015-12-18,1184.0,13.7,7,4
2015-12-18,1573.0,13.3,8,4
2015-12-18,2065.0,13.5,9,4
2015-12-18,2216.0,14.3,10,4
2015-12-18,2231.0,14.8,11,4
2015-12-18,2186.0,16.1,12,4
2015-12-18,2160.0,17.7,13,4
2015-12-18,2188.0,18.9,14,4
2015-12-18,2204.0,18.6,15,4
2015-12-18,2156.0,17.8,16,4
2015-12-18,1968.0,16.6,17,4
2015-12-18,1750.0,16.0,18,4
2015-12-18,1452.0,15.7,19,4
2015-12-18,1162.0,15.6,20,4
2015-12-18,983.0,15.3,21,4
2015-12-18,916.0,15.2,22,4
2015-12-18,882.0,15.0,23,4
2015-12-19,844.0,14.1,0,5
2015-12-19,833.0,14.1,1,5
2015-12-19,822.0,13.3,2,5
2015-12-19,838.0,10.9,7,5
2015-12-19,997.0,12.1,8,5
2015-12-19,1046.0,12.8,9,5
2015-12-19,1058.0,14.7,10,5
2015-12-19,1052.0,16.7,11,5
2015-12-19,1067.0,17.8,12,5
2015-12-19,1017.0,18.2,13,5
2015-12-19,980.0,18.4,14,5
2015-12-19,962.0,18.4,15,5
2015-12-19,970.0,17.8,16,5
2015-12-19,987.0,17.3,17,5
2015-12-19,972.0,17.2,18,5
2015-12-19,942.0,17.0,19,5
2015-12-19,907.0,16.7,20,5
2015-12-19,865.0,16.5,21,5
2015-12-19,841.0,16.2,22,5
2015-12-19,833.0,16.0,23,5
2015-12-20,828.0,15.2,0,6
2015-12-20,814.0,15.0,1,6
2015-12-20,811.0,13.6,18,6
2015-12-21,822.0,8.4,6,0
2015-12-21,1085.0,8.2,7,0
2015-12-21,1434.0,8.8,8,0
2015-12-21,1834.0,9.7,9,0
2015-12-21,2074.0,8.7,10,0
2015-12-21,2145.0,9.3,11,0
2015-12-21,2047.0,9.2,12,0
2015-12-21,1979.0,9.1,13,0
2015-12-21,2002.0,10.6,14,0
2015-12-21,2032.0,10.8,15,0
2015-12-21,2026.0,10.8,16,0
2015-12-21,1930.0,9.1,17,0
2015-12-21,1642.0,8.8,18,0
2015-12-21,1324.0,8.9,19,0
2015-12-21,1094.0,8.8,20,0
2015-12-21,970.0,8.7,21,0
2015-12-21,880.0,8.6,22,0
2015-12-21,865.0,8.6,23,0
2015-12-22,847.0,8.2,0,1
2015-12-22,843.0,7.8,1,1
2015-12-22,836.0,6.9,2,1
2015-12-22,830.0,6.5,3,1
2015-12-22,820.0,6.6,4,1
2015-12-22,817.0,6.7,5,1
2015-12-22,862.0,6.6,6,1
2015-12-22,1112.0,6.6,7,1
2015-12-22,1455.0,6.3,8,1
2015-12-22,1886.0,6.0,9,1
2015-12-22,2138.0,6.2,10,1
2015-12-22,2186.0,6.6,11,1
2015-12-22,2098.0,6.7,12,1
2015-12-22,2027.0,7.0,13,1
2015-12-22,2033.0,7.0,14,1
2015-12-22,2107.0,7.1,15,1
2015-12-22,2079.0,7.0,16,1
2015-12-22,1873.0,6.8,17,1
2015-12-22,1558.0,6.8,18,1
2015-12-22,1293.0,6.6,19,1
2015-12-22,1051.0,6.6,20,1
2015-12-22,928.0,6.6,21,1
2015-12-22,883.0,6.6,22,1
2015-12-22,820.0,6.7,23,1
2015-12-23,810.0,6.5,1,2
2015-12-23,824.0,6.6,6,2
2015-12-23,1060.0,6.5,7,2
2015-12-23,1341.0,6.8,8,2
2015-12-23,1727.0,6.7,9,2
2015-12-23,1951.0,7.0,10,2
2015-12-23,1946.0,7.2,11,2
2015-12-23,1837.0,8.0,12,2
2015-12-23,1736.0,9.1,13,2
2015-12-23,1777.0,8.3,14,2
2015-12-23,1838.0,8.5,15,2
2015-12-23,1779.0,8.4,16,2
2015-12-23,1543.0,8.9,17,2
2015-12-23,1288.0,9.4,18,2
2015-12-23,1066.0,9.3,19,2
2015-12-23,906.0,9.2,20,2
2015-12-23,833.0,9.2,21,2
2015-12-24,807.0,8.0,7,3
2015-12-24,926.0,8.0,8,3
2015-12-24,1087.0,8.1,9,3
2015-12-24,1151.0,8.3,10,3
2015-12-24,1077.0,8.7,11,3
2015-12-24,1070.0,9.3,12,3
2015-12-24,1036.0,9.9,13,3
2015-12-24,1041.0,10.9,14,3
2015-12-24,1051.0,12.1,15,3
2015-12-24,1073.0,12.3,16,3
2015-12-24,983.0,11.9,17,3
2015-12-24,924.0,11.9,18,3
2015-12-24,820.0,12.0,19,3
2015-12-25,892.0,10.8,8,4
2015-12-25,1034.0,11.1,9,4
2015-12-25,1087.0,11.7,10,4
2015-12-25,1012.0,12.8,11,4
2015-12-25,997.0,13.8,12,4
2015-12-25,968.0,14.6,13,4
2015-12-25,980.0,15.0,14,4
2015-12-25,1027.0,15.2,15,4
2015-12-25,1022.0,15.1,16,4
2015-12-25,926.0,14.5,17,4
2015-12-25,872.0,14.4,18,4
2015-12-26,835.0,14.5,17,5
2015-12-26,837.0,14.4,18,5
2015-12-28,818.0,14.6,6,0
2015-12-28,1023.0,14.8,7,0
2015-12-28,1260.0,14.9,8,0
2015-12-28,1615.0,15.6,9,0
2015-12-28,1864.0,16.0,10,0
2015-12-28,1876.0,16.1,11,0
2015-12-28,1821.0,16.0,12,0
2015-12-28,1769.0,16.1,13,0
2015-12-28,1812.0,16.1,14,0
2015-12-28,1934.0,15.0,15,0
2015-12-28,1904.0,13.1,16,0
2015-12-28,1740.0,13.7,17,0
2015-12-28,1441.0,13.8,18,0
2015-12-28,1174.0,14.1,19,0
2015-12-28,1010.0,13.9,20,0
2015-12-28,910.0,13.6,21,0
2015-12-28,869.0,13.6,22,0
2015-12-28,847.0,13.4,23,0
2015-12-29,828.0,13.5,0,1
2015-12-29,822.0,13.3,1,1
2015-12-29,813.0,12.1,6,1
2015-12-29,1013.0,11.1,7,1
2015-12-29,1342.0,10.7,8,1
2015-12-29,1568.0,12.6,9,1
2015-12-29,1836.0,14.1,10,1
2015-12-29,1830.0,15.3,11,1
2015-12-29,1775.0,15.7,12,1
2015-12-29,1717.0,16.1,13,1
2015-12-29,1760.0,15.8,14,1
2015-12-29,1832.0,15.5,15,1
2015-12-29,1814.0,15.3,16,1
2015-12-29,1690.0,14.7,17,1
2015-12-29,1475.0,14.5,18,1
2015-12-29,1211.0,14.0,19,1
2015-12-29,1033.0,13.9,20,1
2015-12-29,905.0,13.8,21,1
2015-12-29,852.0,13.1,22,1
2015-12-29,827.0,13.1,23,1
2015-12-30,806.0,12.9,0,2
2015-12-30,807.0,12.8,1,2
2015-12-30,836.0,14.0,6,2
2015-12-30,1028.0,14.7,7,2
2015-12-30,1254.0,15.4,8,2
2015-12-30,1553.0,15.6,9,2
2015-12-30,1726.0,15.4,10,2
2015-12-30,1730.0,15.3,11,2
2015-12-30,1684.0,16.2,12,2
2015-12-30,1622.0,16.3,13,2
2015-12-30,1699.0,16.2,14,2
2015-12-30,1717.0,15.8,15,2
2015-12-30,1675.0,15.8,16,2
2015-12-30,1521.0,15.5,17,2
2015-12-30,1281.0,15.4,18,2
2015-12-30,1097.0,15.2,19,2
2015-12-30,934.0,13.9,20,2
2015-12-30,856.0,14.0,21,2
2015-12-30,809.0,13.5,22,2
2015-12-31,889.0,12.4,8,3
2015-12-31,920.0,12.6,9,3
2015-12-31,927.0,13.5,10,3
2015-12-31,958.0,13.8,11,3
2015-12-31,961.0,14.2,12,3
2015-12-31,945.0,14.2,13,3
2015-12-31,944.0,14.7,14,3
2015-12-31,933.0,14.5,15,3
2015-12-31,938.0,14.8,16,3
2015-12-31,944.0,13.7,17,3
2015-12-31,915.0,13.5,18,3
2015-12-31,833.0,13.3,19,3
2016-01-01,839.0,15.5,8,4
2016-01-01,859.0,15.6,9,4
2016-01-01,840.0,16.2,10,4
2016-01-01,857.0,16.2,11,4
2016-01-01,855.0,16.5,12,4
2016-01-01,862.0,15.6,13,4
2016-01-01,874.0,15.3,14,4
2016-01-01,869.0,14.0,15,4
2016-01-01,868.0,13.2,16,4
2016-01-01,870.0,13.3,17,4
2016-01-01,856.0,13.6,18,4
2016-01-02,805.0,13.9,16,5
2016-01-02,833.0,13.6,17,5
2016-01-02,816.0,13.4,18,5
2016-01-03,814.0,15.3,15,6
2016-01-03,821.0,15.2,16,6
2016-01-03,838.0,15.2,17,6
2016-01-03,855.0,15.2,18,6
2016-01-03,823.0,15.3,19,6
2016-01-04,1043.0,15.4,7,0
2016-01-04,1458.0,15.5,8,0
2016-01-04,1918.0,15.6,9,0
2016-01-04,2210.0,15.8,10,0
2016-01-04,2324.0,15.8,11,0
2016-01-04,2211.0,15.8,12,0
2016-01-04,2146.0,15.9,13,0
2016-01-04,2230.0,15.9,14,0
2016-01-04,2267.0,14.8,15,0
2016-01-04,2253.0,14.5,16,0
2016-01-04,2047.0,14.6,17,0
2016-01-04,1726.0,14.6,18,0
2016-01-04,1449.0,13.8,19,0
2016-01-04,1179.0,12.5,20,0
2016-01-04,1024.0,12.2,21,0
2016-01-04,944.0,12.4,22,0
2016-01-04,887.0,12.1,23,0
2016-01-05,874.0,12.0,0,1
2016-01-05,831.0,11.7,1,1
2016-01-05,817.0,11.9,2,1
2016-01-05,835.0,11.2,6,1
2016-01-05,1104.0,10.6,7,1
2016-01-05,1474.0,10.0,8,1
2016-01-05,1976.0,10.6,9,1
2016-01-05,2230.0,11.7,10,1
2016-01-05,2220.0,10.9,11,1
2016-01-05,2252.0,10.3,12,1
2016-01-05,2271.0,11.2,13,1
2016-01-05,2291.0,11.2,14,1
2016-01-05,2303.0,10.2,15,1
2016-01-05,2323.0,10.9,16,1
2016-01-05,2118.0,10.5,17,1
2016-01-05,1762.0,10.9,18,1
2016-01-05,1423.0,10.0,19,1
2016-01-05,1138.0,9.8,20,1
2016-01-05,1011.0,9.9,21,1
2016-01-05,942.0,10.2,22,1
2016-01-05,905.0,10.3,23,1
2016-01-06,871.0,10.3,0,2
2016-01-06,881.0,10.6,1,2
2016-01-06,859.0,10.6,2,2
2016-01-06,841.0,10.9,3,2
2016-01-06,825.0,11.4,4,2
2016-01-06,826.0,11.3,5,2
2016-01-06,885.0,11.5,6,2
2016-01-06,1181.0,11.9,7,2
2016-01-06,1565.0,11.9,8,2
2016-01-06,2048.0,12.2,9,2
2016-01-06,2315.0,13.7,10,2
2016-01-06,2370.0,12.5,11,2
2016-01-06,2372.0,13.2,12,2
2016-01-06,2327.0,12.5,13,2
2016-01-06,2387.0,12.6,14,2
2016-01-06,2426.0,12.4,15,2
2016-01-06,2324.0,12.4,16,2
2016-01-06,2152.0,12.7,17,2
2016-01-06,1819.0,13.3,18,2
2016-01-06,1473.0,13.7,19,2
2016-01-06,1196.0,13.6,20,2
2016-01-06,1013.0,14.2,21,2
2016-01-06,959.0,14.4,22,2
2016-01-06,919.0,14.5,23,2
2016-01-07,913.0,14.4,0,3
2016-01-07,910.0,14.5,1,3
2016-01-07,895.0,14.1,2,3
2016-01-07,873.0,14.1,3,3
2016-01-07,852.0,14.0,4,3
2016-01-07,874.0,14.1,5,3
2016-01-07,926.0,14.2,6,3
2016-01-07,1183.0,14.2,7,3
2016-01-07,1562.0,14.2,8,3
2016-01-07,2037.0,14.2,9,3
2016-01-07,2290.0,14.2,10,3
2016-01-07,2299.0,14.7,11,3
2016-01-07,2278.0,15.2,12,3
2016-01-07,2178.0,14.7,13,3
2016-01-07,2291.0,14.4,14,3
2016-01-07,2350.0,14.5,15,3
2016-01-07,2348.0,14.3,16,3
2016-01-07,2160.0,14.3,17,3
2016-01-07,1792.0,14.2,18,3
2016-01-07,1475.0,14.1,19,3
2016-01-07,1105.0,14.1,20,3
2016-01-07,1049.0,14.3,21,3
2016-01-07,989.0,14.3,22,3
2016-01-07,962.0,14.5,23,3
2016-01-08,914.0,14.5,0,4
2016-01-08,910.0,14.6,1,4
2016-01-08,883.0,14.7,2,4
2016-01-08,850.0,14.5,3,4
2016-01-08,844.0,14.7,4,4
2016-01-08,856.0,14.2,5,4
2016-01-08,904.0,14.2,6,4
2016-01-08,1196.0,14.1,7,4
2016-01-08,1574.0,13.9,8,4
2016-01-08,2013.0,14.5,9,4
2016-01-08,2236.0,15.1,10,4
2016-01-08,2280.0,15.2,11,4
2016-01-08,2212.0,15.2,12,4
2016-01-08,2150.0,15.6,13,4
2016-01-08,2222.0,15.4,14,4
2016-01-08,2288.0,14.9,15,4
2016-01-08,2293.0,14.2,16,4
2016-01-08,2075.0,13.6,17,4
2016-01-08,1727.0,13.8,18,4
2016-01-08,1477.0,14.0,19,4
2016-01-08,1202.0,13.6,20,4
2016-01-08,1066.0,12.9,21,4
2016-01-08,953.0,12.5,22,4
2016-01-08,883.0,12.1,23,4
2016-01-09,830.0,12.1,0,5
2016-01-09,824.0,12.0,7,5
2016-01-09,916.0,13.3,8,5
2016-01-09,914.0,13.6,9,5
2016-01-09,941.0,13.0,10,5
2016-01-09,943.0,13.7,11,5
2016-01-09,944.0,14.4,12,5
2016-01-09,944.0,14.6,13,5
2016-01-09,944.0,13.6,14,5
2016-01-09,960.0,14.8,15,5
2016-01-09,976.0,14.9,16,5
2016-01-09,989.0,14.8,17,5
2016-01-09,953.0,14.9,18,5
2016-01-09,910.0,15.0,19,5
2016-01-09,890.0,14.6,20,5
2016-01-09,866.0,14.5,21,5
2016-01-09,846.0,14.7,22,5
2016-01-09,848.0,14.8,23,5
2016-01-10,820.0,14.9,0,6
2016-01-10,820.0,14.9,1,6
2016-01-10,821.0,11.3,2,6
2016-01-10,812.0,14.5,15,6
2016-01-10,841.0,14.4,16,6
2016-01-10,842.0,14.0,17,6
2016-01-10,869.0,13.8,18,6
2016-01-10,851.0,13.6,19,6
2016-01-10,834.0,13.3,20,6
2016-01-10,826.0,13.1,21,6
2016-01-10,816.0,13.1,22,6
2016-01-10,823.0,13.0,23,6
2016-01-11,1105.0,12.0,7,0
2016-01-11,1551.0,12.0,8,0
2016-01-11,1933.0,12.5,9,0
2016-01-11,2162.0,13.3,10,0
2016-01-11,2223.0,13.7,11,0
2016-01-11,2215.0,14.0,12,0
2016-01-11,2149.0,14.2,13,0
2016-01-11,2186.0,14.3,14,0
2016-01-11,2190.0,14.2,15,0
2016-01-11,2204.0,14.0,16,0
2016-01-11,2059.0,13.5,17,0
2016-01-11,1762.0,13.1,18,0
2016-01-11,1495.0,12.8,19,0
2016-01-11,1202.0,12.5,20,0
2016-01-11,1009.0,12.3,21,0
2016-01-11,925.0,12.3,22,0
2016-01-11,887.0,12.2,23,0
2016-01-12,880.0,12.5,0,1
2016-01-12,856.0,12.4,1,1
2016-01-12,849.0,12.4,2,1
2016-01-12,832.0,12.3,3,1
2016-01-12,818.0,11.3,4,1
2016-01-12,831.0,11.0,5,1
2016-01-12,877.0,11.1,6,1
2016-01-12,1147.0,10.9,7,1
2016-01-12,1515.0,11.6,8,1
2016-01-12,1919.0,12.8,9,1
2016-01-12,2210.0,13.8,10,1
2016-01-12,2310.0,14.1,11,1
2016-01-12,2271.0,14.1,12,1
2016-01-12,2170.0,14.3,13,1
2016-01-12,2232.0,14.1,14,1
2016-01-12,2191.0,13.8,16,1
2016-01-12,2079.0,13.2,17,1
2016-01-12,1765.0,12.7,18,1
2016-01-12,1455.0,12.4,19,1
2016-01-12,1154.0,12.1,20,1
2016-01-12,1008.0,11.7,21,1
2016-01-12,944.0,11.4,22,1
2016-01-12,910.0,11.0,23,1
2016-01-13,871.0,10.2,0,2
2016-01-13,845.0,9.5,1,2
2016-01-13,840.0,9.2,2,2
2016-01-13,811.0,8.6,3,2
2016-01-13,841.0,7.4,6,2
2016-01-13,1132.0,7.1,7,2
2016-01-13,1510.0,7.5,8,2
2016-01-13,1970.0,8.9,9,2
2016-01-13,2234.0,10.4,10,2
2016-01-13,2351.0,12.1,11,2
2016-01-13,2242.0,12.9,12,2
2016-01-13,2143.0,14.1,13,2
2016-01-13,2176.0,15.3,14,2
2016-01-13,2205.0,15.6,15,2
2016-01-13,2220.0,15.4,16,2
2016-01-13,2071.0,14.3,17,2
2016-01-13,1787.0,13.9,18,2
2016-01-13,1519.0,13.5,19,2
2016-01-13,1214.0,12.9,20,2
2016-01-13,1064.0,12.7,21,2
2016-01-13,949.0,13.0,22,2
2016-01-13,896.0,13.4,23,2
2016-01-14,865.0,13.7,0,3
2016-01-14,866.0,13.7,1,3
2016-01-14,845.0,13.8,2,3
2016-01-14,826.0,13.9,3,3
2016-01-14,829.0,14.1,5,3
2016-01-14,856.0,14.3,6,3
2016-01-14,1150.0,14.3,7,3
2016-01-14,1547.0,14.4,8,3
2016-01-14,1951.0,14.6,9,3
2016-01-14,2259.0,14.7,10,3
2016-01-14,2348.0,14.8,11,3
2016-01-14,2314.0,14.9,12,3
2016-01-14,2194.0,14.3,13,3
2016-01-14,2282.0,14.3,14,3
2016-01-14,2298.0,14.4,15,3
2016-01-14,2239.0,14.0,16,3
2016-01-14,2053.0,13.4,17,3
2016-01-14,1773.0,12.4,18,3
2016-01-14,1480.0,11.9,19,3
2016-01-14,1207.0,11.3,20,3
2016-01-14,1086.0,11.4,21,3
2016-01-14,991.0,11.8,22,3
2016-01-14,931.0,11.7,23,3
2016-01-15,876.0,11.7,0,4
2016-01-15,852.0,11.6,1,4
2016-01-15,839.0,11.4,2,4
2016-01-15,812.0,11.3,3,4
2016-01-15,806.0,11.1,4,4
2016-01-15,819.0,10.8,5,4
2016-01-15,839.0,10.6,6,4
2016-01-15,1126.0,10.4,7,4
2016-01-15,1490.0,10.5,8,4
2016-01-15,1927.0,10.8,9,4
2016-01-15,2186.0,11.1,10,4
2016-01-15,2284.0,11.8,11,4
2016-01-15,2181.0,13.0,12,4
2016-01-15,2086.0,13.8,13,4
2016-01-15,2159.0,14.4,14,4
2016-01-15,2139.0,14.5,15,4
2016-01-15,2134.0,14.1,16,4
2016-01-15,1940.0,13.1,17,4
2016-01-15,1664.0,11.4,18,4
2016-01-15,1404.0,10.8,19,4
2016-01-15,1139.0,10.5,20,4
2016-01-15,1004.0,10.5,21,4
2016-01-15,924.0,10.3,22,4
2016-01-15,863.0,9.6,23,4
2016-01-16,820.0,8.9,0,5
2016-01-16,824.0,7.8,1,5
2016-01-16,808.0,7.4,2,5
2016-01-16,887.0,5.9,7,5
2016-01-16,945.0,6.1,8,5
2016-01-16,965.0,6.7,9,5
2016-01-16,969.0,7.4,10,5
2016-01-16,1015.0,8.7,11,5
2016-01-16,1009.0,10.5,12,5
2016-01-16,993.0,11.3,13,5
2016-01-16,985.0,12.7,14,5
2016-01-16,925.0,13.5,15,5
2016-01-16,941.0,13.3,16,5
2016-01-16,955.0,12.3,17,5
2016-01-16,953.0,11.7,18,5
2016-01-16,881.0,10.9,19,5
2016-01-16,860.0,10.3,20,5
2016-01-17,824.0,8.8,17,6
2016-01-17,821.0,8.7,18,6
2016-01-17,840.0,8.9,19,6
2016-01-17,807.0,9.2,20,6
2016-01-18,811.0,12.0,6,0
2016-01-18,1115.0,11.8,7,0
2016-01-18,1514.0,12.1,8,0
2016-01-18,1987.0,13.1,9,0
2016-01-18,2261.0,13.3,10,0
2016-01-18,2361.0,13.9,11,0
2016-01-18,2337.0,14.6,12,0
2016-01-18,2248.0,14.8,13,0
2016-01-18,2308.0,14.5,14,0
2016-01-18,2368.0,14.2,15,0
2016-01-18,2341.0,14.1,16,0
2016-01-18,2154.0,13.1,17,0
2016-01-18,1806.0,12.9,18,0
2016-01-18,1488.0,12.7,19,0
2016-01-18,1192.0,12.4,20,0
2016-01-18,1054.0,12.2,21,0
2016-01-18,976.0,12.2,22,0
2016-01-18,929.0,12.2,23,0
2016-01-19,899.0,11.9,0,1
2016-01-19,886.0,11.9,1,1
2016-01-19,880.0,11.7,2,1
2016-01-19,860.0,11.6,3,1
2016-01-19,863.0,11.2,4,1
2016-01-19,859.0,10.9,5,1
2016-01-19,901.0,10.8,6,1
2016-01-19,1154.0,10.8,7,1
2016-01-19,1506.0,11.0,8,1
2016-01-19,2005.0,11.0,9,1
2016-01-19,2273.0,11.8,10,1
2016-01-19,1604.0,12.7,11,1
2016-01-19,2289.0,13.9,12,1
2016-01-19,2224.0,14.2,13,1
2016-01-19,2268.0,13.8,14,1
