Date Day,Power (kW) [Y],Temperature (C) [X],Hour,Week Day
2016-12-05,1256.0,12.2,7,0
2016-12-05,1750.0,13.0,8,0
2016-12-05,1951.0,13.5,9,0
2016-12-05,2290.0,13.9,10,0
2016-12-05,2343.0,14.4,11,0
2016-12-05,2516.0,15.5,12,0
2016-12-05,2379.0,16.6,13,0
2016-12-05,2445.0,17.7,14,0
2016-12-05,2342.0,17.9,15,0
2016-12-05,2339.0,17.7,16,0
2016-12-05,2102.0,17.1,17,0
2016-12-05,1865.0,16.7,18,0
2016-12-05,1506.0,16.3,19,0
2016-12-05,1214.0,16.2,20,0
2016-12-05,1049.0,15.8,21,0
2016-12-05,951.0,15.2,22,0
2016-12-05,928.0,14.4,23,0
2016-12-06,874.0,13.9,0,1
2016-12-06,848.0,13.2,1,1
2016-12-06,820.0,12.9,2,1
2016-12-06,863.0,12.7,6,1
2016-12-06,1237.0,12.0,7,1
2016-12-06,1676.0,12.1,8,1
2016-12-06,1946.0,12.4,9,1
2016-12-06,2233.0,12.4,10,1
2016-12-06,2305.0,14.2,11,1
2016-12-06,2437.0,16.5,12,1
2016-12-06,2301.0,16.7,13,1
2016-12-06,2324.0,17.7,14,1
2016-12-06,2349.0,18.9,15,1
2016-12-06,2302.0,17.9,16,1
2016-12-06,2139.0,16.3,17,1
2016-12-06,1846.0,16.2,18,1
2016-12-06,1480.0,15.7,19,1
2016-12-06,1214.0,15.2,20,1
2016-12-06,1012.0,14.9,21,1
2016-12-06,949.0,14.8,22,1
2016-12-06,904.0,14.3,23,1
2016-12-07,867.0,13.1,0,2
2016-12-07,829.0,12.4,1,2
2016-12-07,872.0,11.0,6,2
2016-12-07,1216.0,10.9,7,2
2016-12-07,1654.0,10.9,8,2
2016-12-07,1942.0,11.6,9,2
2016-12-07,2227.0,12.5,10,2
2016-12-07,2339.0,13.2,11,2
2016-12-07,2465.0,13.3,12,2
2016-12-07,2316.0,13.8,13,2
2016-12-07,2425.0,13.8,14,2
2016-12-07,2443.0,14.3,15,2
2016-12-07,2315.0,14.3,16,2
2016-12-07,2099.0,14.2,17,2
2016-12-07,1809.0,14.4,18,2
2016-12-07,1492.0,14.6,19,2
2016-12-07,1262.0,14.5,20,2
2016-12-07,1051.0,13.9,21,2
2016-12-07,958.0,13.4,22,2
2016-12-07,910.0,13.1,23,2
2016-12-08,846.0,12.2,0,3
2016-12-08,820.0,11.8,1,3
2016-12-08,815.0,10.9,2,3
2016-12-08,806.0,10.7,3,3
2016-12-08,805.0,10.6,4,3
2016-12-08,947.0,10.0,7,3
2016-12-08,1029.0,9.8,8,3
2016-12-08,1058.0,10.9,9,3
2016-12-08,1127.0,11.8,10,3
2016-12-08,1134.0,13.0,11,3
2016-12-08,1138.0,14.1,12,3
2016-12-08,1157.0,15.0,13,3
2016-12-08,1162.0,15.3,14,3
2016-12-08,1207.0,15.1,15,3
2016-12-08,1223.0,14.9,16,3
2016-12-08,1165.0,14.2,17,3
2016-12-08,1150.0,13.9,18,3
2016-12-08,1013.0,13.5,19,3
2016-12-08,936.0,12.9,20,3
2016-12-08,905.0,12.5,21,3
2016-12-08,892.0,12.3,22,3
2016-12-08,892.0,12.3,23,3
2016-12-09,848.0,11.9,0,4
2016-12-09,824.0,11.3,1,4
2016-12-09,813.0,11.4,2,4
2016-12-09,806.0,11.0,3,4
2016-12-09,889.0,10.4,6,4
2016-12-09,1298.0,10.3,7,4
2016-12-09,1661.0,10.8,8,4
2016-12-09,1865.0,11.8,9,4
2016-12-09,2193.0,12.5,10,4
2016-12-09,2254.0,13.8,11,4
2016-12-09,2387.0,15.9,12,4
2016-12-09,2236.0,16.9,13,4
2016-12-09,2234.0,17.3,14,4
2016-12-09,2200.0,17.3,15,4
2016-12-09,2083.0,17.1,16,4
2016-12-09,1936.0,16.2,17,4
2016-12-09,1685.0,15.3,18,4
2016-12-09,1384.0,14.9,19,4
2016-12-09,1141.0,14.5,20,4
2016-12-09,980.0,14.1,21,4
2016-12-09,913.0,13.4,22,4
2016-12-09,884.0,13.1,23,4
2016-12-10,832.0,12.6,0,5
2016-12-10,821.0,11.6,7,5
2016-12-10,818.0,11.7,8,5
2016-12-10,890.0,11.7,9,5
2016-12-10,938.0,12.3,10,5
2016-12-10,947.0,14.4,11,5
2016-12-10,932.0,15.7,12,5
2016-12-10,916.0,16.2,13,5
2016-12-10,931.0,16.2,14,5
2016-12-10,944.0,16.4,15,5
2016-12-10,955.0,16.2,16,5
2016-12-10,962.0,16.2,17,5
2016-12-10,944.0,16.0,18,5
2016-12-10,904.0,15.7,19,5
2016-12-10,863.0,15.1,20,5
2016-12-10,820.0,14.3,21,5
2016-12-10,810.0,13.7,22,5
2016-12-11,821.0,17.0,16,6
2016-12-11,860.0,15.7,17,6
2016-12-11,869.0,16.0,18,6
2016-12-11,840.0,15.0,19,6
2016-12-11,824.0,14.3,20,6
2016-12-11,808.0,14.1,21,6
2016-12-11,806.0,14.2,22,6
2016-12-11,805.0,14.4,23,6
2016-12-12,1215.0,9.4,7,0
2016-12-12,1713.0,9.8,8,0
2016-12-12,1958.0,10.3,9,0
2016-12-12,2253.0,11.6,10,0
2016-12-12,2367.0,12.6,11,0
2016-12-12,2466.0,14.0,12,0
2016-12-12,2333.0,15.4,13,0
2016-12-12,2341.0,15.1,14,0
2016-12-12,2335.0,15.1,15,0
2016-12-12,2292.0,15.3,16,0
2016-12-12,2112.0,14.2,17,0
2016-12-12,1825.0,14.0,18,0
2016-12-12,1462.0,13.9,19,0
2016-12-12,1193.0,13.2,20,0
2016-12-12,1009.0,13.2,21,0
2016-12-12,919.0,13.3,22,0
2016-12-12,878.0,13.5,23,0
2016-12-13,838.0,13.3,0,1
2016-12-13,833.0,12.7,1,1
2016-12-13,804.0,12.4,2,1
2016-12-13,827.0,8.8,6,1
2016-12-13,1247.0,9.0,7,1
2016-12-13,1735.0,9.0,8,1
2016-12-13,2053.0,8.9,9,1
2016-12-13,2405.0,8.9,10,1
2016-12-13,2493.0,9.3,11,1
2016-12-13,2567.0,10.4,12,1
2016-12-13,2360.0,11.8,13,1
2016-12-13,2377.0,12.5,14,1
2016-12-13,2423.0,12.7,15,1
2016-12-13,2294.0,14.1,16,1
2016-12-13,2150.0,12.7,17,1
2016-12-13,1892.0,12.9,18,1
2016-12-13,1522.0,12.6,19,1
2016-12-13,1247.0,12.5,20,1
2016-12-13,1016.0,12.6,21,1
2016-12-13,934.0,12.8,22,1
2016-12-13,897.0,13.2,23,1
2016-12-14,862.0,14.1,0,2
2016-12-14,836.0,14.1,1,2
2016-12-14,823.0,14.3,2,2
2016-12-14,823.0,11.8,5,2
2016-12-14,855.0,11.4,6,2
2016-12-14,1271.0,11.7,7,2
2016-12-14,1675.0,12.3,8,2
2016-12-14,1984.0,12.7,9,2
2016-12-14,2315.0,13.9,10,2
2016-12-14,2388.0,14.1,11,2
2016-12-14,2512.0,14.0,12,2
2016-12-14,2294.0,13.9,13,2
2016-12-14,2378.0,13.7,14,2
2016-12-14,2401.0,12.9,15,2
2016-12-14,2329.0,12.3,16,2
2016-12-14,2152.0,12.0,17,2
2016-12-14,1890.0,11.9,18,2
2016-12-14,1540.0,11.9,19,2
2016-12-14,1264.0,11.8,20,2
2016-12-14,1102.0,11.6,21,2
2016-12-14,1031.0,11.4,22,2
2016-12-14,948.0,11.1,23,2
2016-12-15,890.0,11.4,0,3
2016-12-15,857.0,11.1,1,3
2016-12-15,836.0,10.9,2,3
2016-12-15,820.0,11.4,3,3
2016-12-15,817.0,11.3,4,3
2016-12-15,823.0,11.3,5,3
2016-12-15,888.0,11.2,6,3
2016-12-15,1270.0,11.3,7,3
2016-12-15,1694.0,12.0,8,3
2016-12-15,1982.0,12.2,9,3
2016-12-15,2335.0,12.6,10,3
2016-12-15,2421.0,13.2,11,3
2016-12-15,2377.0,13.3,12,3
2016-12-15,2296.0,14.2,13,3
2016-12-15,2383.0,13.2,14,3
2016-12-15,2446.0,13.1,15,3
2016-12-15,2402.0,13.0,16,3
2016-12-15,2123.0,12.0,17,3
2016-12-15,1885.0,12.3,18,3
2016-12-15,1540.0,12.4,19,3
2016-12-15,1259.0,12.0,20,3
2016-12-15,1063.0,11.4,21,3
2016-12-15,1000.0,11.2,22,3
2016-12-15,932.0,11.2,23,3
2016-12-16,888.0,11.2,0,4
2016-12-16,859.0,9.9,1,4
2016-12-16,854.0,9.6,2,4
2016-12-16,836.0,9.5,3,4
2016-12-16,830.0,9.5,4,4
2016-12-16,838.0,9.2,5,4
2016-12-16,909.0,9.2,6,4
2016-12-16,1233.0,9.0,7,4
2016-12-16,1715.0,9.1,8,4
2016-12-16,2107.0,8.3,9,4
2016-12-16,2476.0,8.1,10,4
2016-12-16,2562.0,9.3,11,4
2016-12-16,2482.0,10.1,12,4
2016-12-16,2450.0,10.4,13,4
2016-12-16,2504.0,10.6,14,4
2016-12-16,2464.0,11.1,15,4
2016-12-16,2389.0,11.5,16,4
2016-12-16,2189.0,11.2,17,4
2016-12-16,1851.0,10.8,18,4
2016-12-16,1477.0,10.2,19,4
2016-12-16,1177.0,10.7,20,4
2016-12-16,1015.0,10.9,21,4
2016-12-16,923.0,10.8,22,4
2016-12-16,892.0,10.3,23,4
2016-12-17,843.0,10.2,0,5
2016-12-17,814.0,10.1,1,5
2016-12-17,811.0,10.0,2,5
2016-12-17,869.0,11.3,7,5
2016-12-17,904.0,11.5,8,5
2016-12-17,952.0,11.5,9,5
2016-12-17,980.0,11.4,10,5
2016-12-17,976.0,12.3,11,5
2016-12-17,968.0,13.7,12,5
2016-12-17,941.0,14.0,13,5
2016-12-17,950.0,14.5,14,5
2016-12-17,985.0,14.9,15,5
2016-12-17,1019.0,14.8,16,5
2016-12-17,1004.0,14.3,17,5
2016-12-17,1016.0,13.9,18,5
2016-12-17,977.0,13.5,19,5
2016-12-17,935.0,13.3,20,5
2016-12-17,896.0,13.1,21,5
2016-12-17,882.0,12.4,22,5
2016-12-17,879.0,12.6,23,5
2016-12-18,858.0,12.5,0,6
2016-12-18,827.0,12.1,1,6
2016-12-18,809.0,13.9,15,6
2016-12-18,836.0,13.8,16,6
2016-12-18,863.0,13.3,17,6
2016-12-18,881.0,12.9,18,6
2016-12-18,865.0,12.6,19,6
2016-12-18,841.0,12.1,20,6
2016-12-18,815.0,11.4,21,6
2016-12-18,821.0,11.3,22,6
2016-12-18,809.0,11.0,23,6
2016-12-19,854.0,10.6,6,0
2016-12-19,1167.0,10.7,7,0
2016-12-19,1599.0,10.9,8,0
2016-12-19,1951.0,13.1,9,0
2016-12-19,2322.0,13.3,10,0
2016-12-19,2349.0,14.4,11,0
2016-12-19,2332.0,14.4,12,0
2016-12-19,2247.0,14.0,13,0
2016-12-19,2303.0,14.0,14,0
2016-12-19,2326.0,13.9,15,0
2016-12-19,2283.0,12.9,16,0
2016-12-19,2083.0,11.7,17,0
2016-12-19,1826.0,10.7,18,0
2016-12-19,1451.0,10.4,19,0
2016-12-19,1167.0,10.7,20,0
2016-12-19,985.0,10.6,21,0
2016-12-19,923.0,10.4,22,0
2016-12-19,893.0,10.2,23,0
2016-12-20,869.0,10.1,0,1
2016-12-20,839.0,10.1,1,1
2016-12-20,826.0,9.6,2,1
2016-12-20,815.0,9.5,3,1
2016-12-20,815.0,8.6,4,1
2016-12-20,836.0,7.7,5,1
2016-12-20,900.0,6.5,6,1
2016-12-20,1256.0,6.7,7,1
2016-12-20,1663.0,7.8,8,1
2016-12-20,2030.0,8.8,9,1
2016-12-20,2350.0,9.7,10,1
2016-12-20,2355.0,10.4,11,1
2016-12-20,2210.0,13.2,12,1
2016-12-20,2189.0,13.8,13,1
2016-12-20,2218.0,14.2,14,1
2016-12-20,2267.0,13.9,15,1
2016-12-20,2192.0,13.2,16,1
2016-12-20,2057.0,11.9,17,1
2016-12-20,1793.0,11.2,18,1
2016-12-20,1454.0,10.8,19,1
2016-12-20,1177.0,10.7,20,1
2016-12-20,1031.0,10.4,21,1
2016-12-20,932.0,10.5,22,1
2016-12-20,886.0,10.7,23,1
2016-12-21,823.0,10.5,0,2
2016-12-21,818.0,10.3,1,2
2016-12-21,870.0,10.2,6,2
2016-12-21,1199.0,8.9,7,2
2016-12-21,1633.0,8.7,8,2
2016-12-21,1910.0,8.6,9,2
2016-12-21,2260.0,9.8,10,2
2016-12-21,2324.0,10.9,11,2
2016-12-21,2284.0,12.2,12,2
2016-12-21,2187.0,13.2,13,2
2016-12-21,2260.0,13.3,14,2
2016-12-21,2263.0,13.5,15,2
2016-12-21,2186.0,13.5,16,2
2016-12-21,2008.0,12.7,17,2
2016-12-21,1705.0,12.4,18,2
2016-12-21,1369.0,12.0,19,2
2016-12-21,1142.0,11.6,20,2
2016-12-21,1021.0,11.5,21,2
2016-12-21,935.0,11.4,22,2
2016-12-21,889.0,11.3,23,2
2016-12-22,845.0,11.3,0,3
2016-12-22,827.0,11.0,1,3
2016-12-22,820.0,10.8,2,3
2016-12-22,808.0,10.4,3,3
2016-12-22,807.0,9.7,4,3
2016-12-22,812.0,9.8,5,3
2016-12-22,887.0,9.6,6,3
2016-12-22,1216.0,10.0,7,3
2016-12-22,1534.0,9.6,8,3
2016-12-22,1808.0,9.3,9,3
2016-12-22,2086.0,10.3,10,3
2016-12-22,2095.0,11.0,11,3
2016-12-22,2027.0,12.5,12,3
2016-12-22,1967.0,12.6,13,3
2016-12-22,2003.0,13.9,14,3
2016-12-22,1997.0,14.2,15,3
2016-12-22,1897.0,13.9,16,3
2016-12-22,1771.0,13.3,17,3
2016-12-22,1544.0,13.2,18,3
2016-12-22,1250.0,12.6,19,3
2016-12-22,1059.0,12.3,20,3
2016-12-22,929.0,12.1,21,3
2016-12-22,875.0,11.9,22,3
2016-12-22,835.0,11.7,23,3
2016-12-23,814.0,11.7,0,4
2016-12-23,814.0,11.3,1,4
2016-12-23,805.0,11.0,2,4
2016-12-23,889.0,7.5,6,4
2016-12-23,1169.0,7.4,7,4
2016-12-23,1465.0,7.5,8,4
2016-12-23,1637.0,7.9,9,4
2016-12-23,1830.0,8.4,10,4
2016-12-23,1800.0,9.6,11,4
2016-12-23,1743.0,11.3,12,4
2016-12-23,1677.0,12.8,13,4
2016-12-23,1691.0,14.4,14,4
2016-12-23,1666.0,15.2,15,4
2016-12-23,1598.0,14.6,16,4
2016-12-23,1418.0,13.7,17,4
2016-12-23,1232.0,13.1,18,4
2016-12-23,1018.0,12.5,19,4
2016-12-23,922.0,12.0,20,4
2016-12-23,884.0,11.7,21,4
2016-12-23,814.0,11.4,22,4
2016-12-26,896.0,7.9,7,0
2016-12-26,1173.0,8.0,8,0
2016-12-26,1094.0,8.8,9,0
2016-12-26,1160.0,9.4,10,0
2016-12-26,1174.0,9.8,11,0
2016-12-26,1178.0,11.4,12,0
2016-12-26,1178.0,12.3,13,0
2016-12-26,1210.0,12.8,14,0
2016-12-26,1211.0,13.5,15,0
2016-12-26,1219.0,13.8,16,0
2016-12-26,1194.0,12.9,17,0
2016-12-26,1106.0,12.9,18,0
2016-12-26,951.0,12.9,19,0
2016-12-26,851.0,12.7,20,0
2016-12-27,809.0,7.1,6,1
2016-12-27,1111.0,6.7,7,1
2016-12-27,1431.0,6.6,8,1
2016-12-27,1643.0,7.4,9,1
2016-12-27,1875.0,8.3,10,1
2016-12-27,1943.0,9.3,11,1
2016-12-27,2067.0,10.6,12,1
2016-12-27,1861.0,11.4,13,1
2016-12-27,1939.0,12.3,14,1
2016-12-27,1989.0,13.0,15,1
2016-12-27,1960.0,12.7,16,1
2016-12-27,1736.0,12.0,17,1
2016-12-27,1484.0,12.0,18,1
2016-12-27,1196.0,12.2,19,1
2016-12-27,1000.0,12.1,20,1
2016-12-27,941.0,11.7,21,1
2016-12-27,881.0,10.9,22,1
2016-12-27,822.0,10.1,23,1
2016-12-28,847.0,8.5,6,2
2016-12-28,1205.0,7.9,7,2
2016-12-28,1582.0,7.7,8,2
2016-12-28,1787.0,8.2,9,2
2016-12-28,2003.0,9.0,10,2
2016-12-28,2002.0,9.8,11,2
2016-12-28,1909.0,10.6,12,2
2016-12-28,1856.0,12.0,13,2
2016-12-28,1916.0,12.7,14,2
2016-12-28,1948.0,13.7,15,2
2016-12-28,1868.0,13.8,16,2
2016-12-28,1708.0,13.4,17,2
2016-12-28,1496.0,13.3,18,2
2016-12-28,1194.0,13.2,19,2
2016-12-28,1004.0,12.8,20,2
2016-12-28,934.0,12.3,21,2
2016-12-28,866.0,11.8,22,2
2016-12-28,832.0,11.5,23,2
2016-12-29,863.0,7.9,6,3
2016-12-29,1222.0,7.9,7,3
2016-12-29,1533.0,8.4,8,3
2016-12-29,1680.0,8.8,9,3
2016-12-29,1936.0,9.5,10,3
2016-12-29,2000.0,10.7,11,3
2016-12-29,1931.0,11.4,12,3
2016-12-29,1885.0,12.1,13,3
2016-12-29,1907.0,13.2,14,3
2016-12-29,1910.0,14.0,15,3
2016-12-29,1844.0,14.2,16,3
2016-12-29,1672.0,13.7,17,3
2016-12-29,1466.0,13.3,18,3
2016-12-29,1194.0,12.8,19,3
2016-12-29,998.0,12.4,20,3
2016-12-29,920.0,12.2,21,3
2016-12-29,870.0,11.3,22,3
2016-12-29,830.0,10.9,23,3
2016-12-30,812.0,10.5,0,4
2016-12-30,862.0,7.8,6,4
2016-12-30,1137.0,7.5,7,4
2016-12-30,1411.0,7.4,8,4
2016-12-30,1675.0,8.1,9,4
2016-12-30,1698.0,9.0,10,4
2016-12-30,1770.0,10.1,11,4
2016-12-30,1667.0,11.8,12,4
2016-12-30,1723.0,13.1,13,4
2016-12-30,1675.0,14.1,14,4
2016-12-30,1661.0,14.4,15,4
2016-12-30,1591.0,14.2,16,4
2016-12-30,1445.0,13.3,17,4
2016-12-30,1258.0,13.2,18,4
2016-12-30,1036.0,13.4,19,4
2016-12-30,932.0,13.0,20,4
2016-12-30,838.0,12.3,21,4
2016-12-31,806.0,11.4,18,5
2017-01-02,836.0,12.1,6,0
2017-01-02,1117.0,12.0,7,0
2017-01-02,1611.0,12.0,8,0
2017-01-02,1847.0,12.5,9,0
2017-01-02,2137.0,13.3,10,0
2017-01-02,2303.0,13.7,11,0
2017-01-02,2222.0,14.0,12,0
2017-01-02,2209.0,14.2,13,0
2017-01-02,2265.0,14.3,14,0
2017-01-02,2310.0,14.2,15,0
2017-01-02,2227.0,14.0,16,0
2017-01-02,1964.0,13.5,17,0
2017-01-02,1693.0,13.1,18,0
2017-01-02,1309.0,12.8,19,0
2017-01-02,1086.0,12.5,20,0
2017-01-02,965.0,12.3,21,0
2017-01-02,913.0,12.3,22,0
2017-01-02,880.0,12.2,23,0
2017-01-03,850.0,12.5,0,1
2017-01-03,837.0,12.4,1,1
2017-01-03,818.0,12.4,2,1
2017-01-03,804.0,12.3,3,1
2017-01-03,811.0,12.2,5,1
2017-01-03,884.0,12.1,6,1
2017-01-03,1164.0,12.0,7,1
2017-01-03,1704.0,12.0,8,1
2017-01-03,1962.0,12.5,9,1
2017-01-03,2271.0,13.3,10,1
2017-01-03,2297.0,13.7,11,1
2017-01-03,2210.0,14.0,12,1
2017-01-03,2169.0,14.2,13,1
2017-01-03,2258.0,14.3,14,1
2017-01-03,2242.0,14.2,15,1
2017-01-03,2163.0,14.0,16,1
2017-01-03,1969.0,13.5,17,1
2017-01-03,1707.0,13.1,18,1
2017-01-03,1285.0,12.8,19,1
2017-01-03,1135.0,12.5,20,1
2017-01-03,983.0,12.3,21,1
2017-01-03,923.0,12.3,22,1
2017-01-03,882.0,12.2,23,1
2017-01-04,853.0,12.5,0,2
2017-01-04,834.0,12.4,1,2
2017-01-04,825.0,12.4,2,2
2017-01-04,805.0,12.3,3,2
2017-01-04,807.0,12.3,4,2
2017-01-04,817.0,12.2,5,2
2017-01-04,895.0,12.1,6,2
2017-01-04,1143.0,12.0,7,2
2017-01-04,1626.0,12.0,8,2
2017-01-04,1972.0,12.5,9,2
2017-01-04,2332.0,13.3,10,2
2017-01-04,2336.0,13.7,11,2
2017-01-04,2264.0,14.0,12,2
2017-01-04,2240.0,14.2,13,2
2017-01-04,2288.0,14.3,14,2
2017-01-04,2315.0,14.2,15,2
2017-01-04,2271.0,14.0,16,2
2017-01-04,2043.0,13.5,17,2
2017-01-04,1765.0,13.1,18,2
2017-01-04,1411.0,12.8,19,2
2017-01-04,1209.0,12.5,20,2
2017-01-04,1061.0,12.3,21,2
2017-01-04,998.0,12.3,22,2
2017-01-04,952.0,12.2,23,2
2017-01-05,912.0,12.5,0,3
2017-01-05,885.0,12.4,1,3
2017-01-05,878.0,12.4,2,3
2017-01-05,850.0,12.3,3,3
2017-01-05,817.0,12.3,4,3
2017-01-05,821.0,12.2,5,3
2017-01-05,890.0,12.1,6,3
2017-01-05,1187.0,12.0,7,3
2017-01-05,1690.0,12.0,8,3
2017-01-05,2018.0,12.5,9,3
2017-01-05,2314.0,13.3,10,3
2017-01-05,2350.0,13.7,11,3
2017-01-05,2281.0,14.0,12,3
2017-01-05,2245.0,14.2,13,3
2017-01-05,2310.0,14.3,14,3
2017-01-05,2326.0,14.2,15,3
2017-01-05,2263.0,14.0,16,3
2017-01-05,2062.0,13.5,17,3
2017-01-05,1747.0,13.1,18,3
2017-01-05,1391.0,12.8,19,3
2017-01-05,1138.0,12.5,20,3
2017-01-05,1012.0,12.3,21,3
2017-01-05,959.0,12.3,22,3
2017-01-05,944.0,12.2,23,3
2017-01-06,905.0,12.5,0,4
2017-01-06,879.0,12.4,1,4
2017-01-06,865.0,12.4,2,4
2017-01-06,846.0,12.3,3,4
2017-01-06,835.0,12.3,4,4
2017-01-06,843.0,12.2,5,4
2017-01-06,899.0,12.1,6,4
2017-01-06,1218.0,12.0,7,4
2017-01-06,1698.0,12.0,8,4
2017-01-06,2056.0,12.5,9,4
2017-01-06,2388.0,13.3,10,4
2017-01-06,2416.0,13.7,11,4
2017-01-06,2374.0,14.0,12,4
2017-01-06,2291.0,14.2,13,4
2017-01-06,2306.0,14.3,14,4
2017-01-06,2300.0,14.2,15,4
2017-01-06,2224.0,14.0,16,4
2017-01-06,1985.0,13.5,17,4
2017-01-06,1687.0,13.1,18,4
2017-01-06,1345.0,12.8,19,4
2017-01-06,1119.0,12.5,20,4
2017-01-06,983.0,12.3,21,4
2017-01-06,910.0,12.3,22,4
2017-01-06,889.0,12.2,23,4
2017-01-07,845.0,12.1,0,5
2017-01-07,828.0,11.8,1,5
2017-01-07,824.0,11.3,2,5
2017-01-07,809.0,11.1,3,5
2017-01-07,804.0,11.1,4,5
2017-01-07,842.0,11.3,7,5
2017-01-07,872.0,11.6,8,5
2017-01-07,890.0,12.0,9,5
2017-01-07,919.0,12.6,10,5
2017-01-07,924.0,13.2,11,5
2017-01-07,929.0,14.1,12,5
2017-01-07,914.0,14.5,13,5
2017-01-07,934.0,14.5,14,5
2017-01-07,937.0,14.5,15,5
2017-01-07,955.0,14.4,16,5
2017-01-07,997.0,14.0,17,5
2017-01-07,994.0,13.8,18,5
2017-01-07,919.0,13.6,19,5
2017-01-07,896.0,13.3,20,5
2017-01-07,866.0,13.1,21,5
2017-01-07,853.0,13.1,22,5
2017-01-07,854.0,13.0,23,5
2017-01-08,841.0,12.1,0,6
2017-01-08,821.0,11.8,1,6
2017-01-08,813.0,11.3,2,6
2017-01-08,818.0,14.5,14,6
2017-01-08,844.0,14.5,15,6
2017-01-08,853.0,14.4,16,6
2017-01-08,882.0,14.0,17,6
2017-01-08,887.0,13.8,18,6
2017-01-08,884.0,13.6,19,6
2017-01-08,860.0,13.3,20,6
2017-01-08,856.0,13.1,21,6
2017-01-08,843.0,13.1,22,6
2017-01-08,851.0,13.0,23,6
2017-01-09,832.0,12.5,0,0
2017-01-09,845.0,12.4,1,0
2017-01-09,828.0,12.4,2,0
2017-01-09,805.0,12.3,3,0
2017-01-09,808.0,12.2,5,0
2017-01-09,880.0,12.1,6,0
2017-01-09,1186.0,12.0,7,0
2017-01-09,1732.0,12.0,8,0
2017-01-09,2120.0,12.5,9,0
2017-01-09,2413.0,13.3,10,0
2017-01-09,2501.0,13.7,11,0
2017-01-09,2479.0,14.0,12,0
2017-01-09,2366.0,14.2,13,0
2017-01-09,2403.0,14.3,14,0
2017-01-09,2396.0,14.2,15,0
2017-01-09,2368.0,14.0,16,0
2017-01-09,2155.0,13.5,17,0
2017-01-09,1868.0,13.1,18,0
2017-01-09,1504.0,12.8,19,0
2017-01-09,1183.0,12.5,20,0
2017-01-09,1027.0,12.3,21,0
2017-01-09,952.0,12.3,22,0
2017-01-09,951.0,12.2,23,0
2017-01-10,920.0,12.5,0,1
2017-01-10,886.0,12.4,1,1
2017-01-10,863.0,12.4,2,1
2017-01-10,838.0,12.3,3,1
2017-01-10,833.0,12.3,4,1
2017-01-10,843.0,12.2,5,1
2017-01-10,906.0,12.1,6,1
2017-01-10,1234.0,12.0,7,1
2017-01-10,1716.0,12.0,8,1
2017-01-10,2030.0,12.5,9,1
2017-01-10,2436.0,13.3,10,1
2017-01-10,2411.0,13.7,11,1
2017-01-10,2369.0,14.0,12,1
2017-01-10,2334.0,14.2,13,1
2017-01-10,2381.0,14.3,14,1
2017-01-10,2383.0,14.2,15,1
2017-01-10,2365.0,14.0,16,1
2017-01-10,2123.0,13.5,17,1
2017-01-10,2764.0,12.8,19,1
2017-01-10,1195.0,12.5,20,1
2017-01-10,992.0,12.3,21,1
2017-01-10,941.0,12.3,22,1
2017-01-10,922.0,12.2,23,1
2017-01-11,881.0,12.5,0,2
2017-01-11,868.0,12.4,1,2
2017-01-11,860.0,12.4,2,2
2017-01-11,833.0,12.3,3,2
2017-01-11,827.0,12.3,4,2
2017-01-11,827.0,12.2,5,2
2017-01-11,894.0,12.1,6,2
2017-01-11,1210.0,12.0,7,2
2017-01-11,1633.0,12.0,8,2
2017-01-11,1952.0,12.5,9,2
2017-01-11,2288.0,13.3,10,2
2017-01-11,2359.0,13.7,11,2
2017-01-11,2289.0,14.0,12,2
2017-01-11,2221.0,14.2,13,2
2017-01-11,2284.0,14.3,14,2
2017-01-11,2306.0,14.2,15,2
2017-01-11,2255.0,14.0,16,2
2017-01-11,2013.0,13.5,17,2
2017-01-11,1772.0,13.1,18,2
2017-01-11,1415.0,12.8,19,2
2017-01-11,1175.0,12.5,20,2
2017-01-11,1010.0,12.3,21,2
2017-01-11,963.0,12.3,22,2
2017-01-11,934.0,12.2,23,2
2017-01-12,880.0,12.5,0,3
2017-01-12,853.0,12.4,1,3
2017-01-12,834.0,12.4,2,3
2017-01-12,832.0,12.3,3,3
2017-01-12,819.0,12.3,4,3
2017-01-12,835.0,12.2,5,3
2017-01-12,905.0,12.1,6,3
2017-01-12,1220.0,12.0,7,3
2017-01-12,1696.0,12.0,8,3
2017-01-12,2060.0,12.5,9,3
2017-01-12,2443.0,13.3,10,3
2017-01-12,2503.0,13.7,11,3
2017-01-12,2416.0,14.0,12,3
2017-01-12,2392.0,14.2,13,3
2017-01-12,2457.0,14.3,14,3
2017-01-12,2419.0,14.2,15,3
2017-01-12,2342.0,14.0,16,3
2017-01-12,2134.0,13.5,17,3
2017-01-12,1826.0,13.1,18,3
2017-01-12,1468.0,12.8,19,3
2017-01-12,1232.0,12.5,20,3
2017-01-12,1061.0,12.3,21,3
2017-01-12,962.0,12.3,22,3
2017-01-12,934.0,12.2,23,3
2017-01-13,872.0,12.5,0,4
2017-01-13,869.0,12.4,1,4
2017-01-13,848.0,12.4,2,4
2017-01-13,842.0,12.3,3,4
2017-01-13,827.0,12.3,4,4
2017-01-13,848.0,12.2,5,4
2017-01-13,877.0,12.1,6,4
2017-01-13,1249.0,12.0,7,4
2017-01-13,1725.0,12.0,8,4
2017-01-13,2063.0,12.5,9,4
2017-01-13,2306.0,13.3,10,4
2017-01-13,2251.0,13.7,11,4
