Date,Year,Month,Day,Day week,Hour,Holiday,Week Day,Impulse,Power (kW) [Y],Temperatura (k) [X],,,,,,,,,
04/12/2015,2015,12,4,6,18,0,6,2968,1781,16.2,,,,,,,,,
04/12/2015,2015,12,4,6,19,0,6,2437,1462,16.2,,,,,,,,,
04/12/2015,2015,12,4,6,20,0,6,1907,1144,15.9,,,,,,,,,
04/12/2015,2015,12,4,6,21,0,6,1636,982,15.6,,,,,,,,,
04/12/2015,2015,12,4,6,22,0,6,1484,890,15.2,,,,,,,,,
04/12/2015,2015,12,4,6,23,0,6,1436,862,14.5,,,,,,,,,
05/12/2015,2015,12,5,7,0,0,7,1354,812,14.4,,,,,,,,,
05/12/2015,2015,12,5,7,1,0,7,1331,799,13.9,,,,,,,,,
05/12/2015,2015,12,5,7,2,0,7,1332,799,13.2,,,,,,,,,
05/12/2015,2015,12,5,7,3,0,7,1312,787,12.6,,,,,,,,,
05/12/2015,2015,12,5,7,4,0,7,1274,764,12.1,,,,,,,,,
05/12/2015,2015,12,5,7,5,0,7,1225,735,11.9,,,,,,,,,
05/12/2015,2015,12,5,7,6,0,7,1235,741,11.4,,,,,,,,,
05/12/2015,2015,12,5,7,7,0,7,1323,794,11.6,,,,,,,,,
05/12/2015,2015,12,5,7,8,0,7,1434,860,11.4,,,,,,,,,
05/12/2015,2015,12,5,7,9,0,7,1429,857,11.3,,,,,,,,,
05/12/2015,2015,12,5,7,10,0,7,1461,877,12.4,,,,,,,,,
05/12/2015,2015,12,5,7,11,0,7,1452,871,13.6,,,,,,,,,
05/12/2015,2015,12,5,7,12,0,7,1487,892,16.2,,,,,,,,,
05/12/2015,2015,12,5,7,13,0,7,1480,888,17.7,,,,,,,,,
05/12/2015,2015,12,5,7,14,0,7,1503,902,17.4,,,,,,,,,
05/12/2015,2015,12,5,7,15,0,7,1512,907,18.5,,,,,,,,,
05/12/2015,2015,12,5,7,16,0,7,1510,906,18.4,,,,,,,,,
05/12/2015,2015,12,5,7,17,0,7,1554,932,16.8,,,,,,,,,
05/12/2015,2015,12,5,7,18,0,7,1511,907,15.0,,,,,,,,,
05/12/2015,2015,12,5,7,19,0,7,1437,862,14.3,,,,,,,,,
05/12/2015,2015,12,5,7,20,0,7,1401,841,14.2,,,,,,,,,
05/12/2015,2015,12,5,7,21,0,7,1350,810,14.3,,,,,,,,,
05/12/2015,2015,12,5,7,22,0,7,1310,786,13.9,,,,,,,,,
05/12/2015,2015,12,5,7,23,0,7,1294,776,13.5,,,,,,,,,
06/12/2015,2015,12,6,1,0,0,1,1285,771,13.0,,,,,,,,,
06/12/2015,2015,12,6,1,1,0,1,1282,769,12.2,,,,,,,,,
06/12/2015,2015,12,6,1,2,0,1,1264,758,11.6,,,,,,,,,
06/12/2015,2015,12,6,1,3,0,1,1266,760,10.9,,,,,,,,,
06/12/2015,2015,12,6,1,4,0,1,1224,734,9.6,,,,,,,,,
06/12/2015,2015,12,6,1,5,0,1,1212,727,8.9,,,,,,,,,
06/12/2015,2015,12,6,1,6,0,1,1214,728,9.4,,,,,,,,,
06/12/2015,2015,12,6,1,7,0,1,1198,719,9.3,,,,,,,,,
06/12/2015,2015,12,6,1,8,0,1,1198,719,9.1,,,,,,,,,
06/12/2015,2015,12,6,1,9,0,1,1208,725,9.1,,,,,,,,,
06/12/2015,2015,12,6,1,10,0,1,1240,744,9.3,,,,,,,,,
06/12/2015,2015,12,6,1,11,0,1,1239,743,9.5,,,,,,,,,
06/12/2015,2015,12,6,1,12,0,1,1247,748,9.6,,,,,,,,,
06/12/2015,2015,12,6,1,13,0,1,1232,739,10.1,,,,,,,,,
06/12/2015,2015,12,6,1,14,0,1,1260,756,11.0,,,,,,,,,
06/12/2015,2015,12,6,1,15,0,1,1298,779,12.2,,,,,,,,,
06/12/2015,2015,12,6,1,16,0,1,1330,798,11.8,,,,,,,,,
06/12/2015,2015,12,6,1,17,0,1,1387,832,11.4,,,,,,,,,
06/12/2015,2015,12,6,1,18,0,1,1384,830,14.4,,,,,,,,,
06/12/2015,2015,12,6,1,19,0,1,1389,833,14.0,,,,,,,,,
06/12/2015,2015,12,6,1,20,0,1,1349,809,13.7,,,,,,,,,
06/12/2015,2015,12,6,1,21,0,1,1329,797,13.5,,,,,,,,,
06/12/2015,2015,12,6,1,22,0,1,1317,790,13.2,,,,,,,,,
06/12/2015,2015,12,6,1,23,0,1,1322,793,13.0,,,,,,,,,
07/12/2015,2015,12,7,2,0,0,2,1312,787,12.4,,,,,,,,,
07/12/2015,2015,12,7,2,1,0,2,1284,770,12.7,,,,,,,,,
07/12/2015,2015,12,7,2,2,0,2,1283,770,12.6,,,,,,,,,
07/12/2015,2015,12,7,2,3,0,2,1254,752,12.4,,,,,,,,,
07/12/2015,2015,12,7,2,4,0,2,1242,745,12.3,,,,,,,,,
07/12/2015,2015,12,7,2,5,0,2,1276,766,12.4,,,,,,,,,
07/12/2015,2015,12,7,2,6,0,2,1354,812,12.1,,,,,,,,,
07/12/2015,2015,12,7,2,7,0,2,1846,1108,12.2,,,,,,,,,
07/12/2015,2015,12,7,2,8,0,2,2545,1527,12.6,,,,,,,,,
07/12/2015,2015,12,7,2,9,0,2,3404,2042,12.5,,,,,,,,,
07/12/2015,2015,12,7,2,10,0,2,3870,2322,12.8,,,,,,,,,
07/12/2015,2015,12,7,2,11,0,2,3882,2329,13.4,,,,,,,,,
07/12/2015,2015,12,7,2,12,0,2,3786,2272,14.1,,,,,,,,,
07/12/2015,2015,12,7,2,13,0,2,3740,2244,14.6,,,,,,,,,
07/12/2015,2015,12,7,2,14,0,2,3468,2081,14.7,,,,,,,,,
07/12/2015,2015,12,7,2,15,0,2,3514,2108,14.7,,,,,,,,,
07/12/2015,2015,12,7,2,16,0,2,3817,2290,14.5,,,,,,,,,
07/12/2015,2015,12,7,2,17,0,2,3378,2027,14.3,,,,,,,,,
07/12/2015,2015,12,7,2,18,0,2,408,245,14.2,,,,,,,,,
07/12/2015,2015,12,7,2,20,0,2,1135,681,13.9,,,,,,,,,
07/12/2015,2015,12,7,2,21,0,2,1624,974,13.4,,,,,,,,,
07/12/2015,2015,12,7,2,22,0,2,1492,895,12.8,,,,,,,,,
07/12/2015,2015,12,7,2,23,0,2,1421,853,12.3,,,,,,,,,
08/12/2015,2015,12,8,3,0,1,1,1370,822,12.1,,,,,,,,,
08/12/2015,2015,12,8,3,1,1,1,1346,808,11.8,,,,,,,,,
08/12/2015,2015,12,8,3,2,1,1,1333,800,11.6,,,,,,,,,
08/12/2015,2015,12,8,3,3,1,1,1297,778,11.6,,,,,,,,,
08/12/2015,2015,12,8,3,4,1,1,1286,772,11.4,,,,,,,,,
08/12/2015,2015,12,8,3,5,1,1,507,304,11.4,,,,,,,,,
09/12/2015,2015,12,9,4,12,0,4,3093,1856,13.6,,,,,,,,,
09/12/2015,2015,12,9,4,13,0,4,3845,2307,14.3,,,,,,,,,
09/12/2015,2015,12,9,4,14,0,4,3772,2263,14.8,,,,,,,,,
09/12/2015,2015,12,9,4,15,0,4,577,346,14.9,,,,,,,,,
09/12/2015,2015,12,9,4,17,0,4,1400,840,14.9,,,,,,,,,
09/12/2015,2015,12,9,4,18,0,4,3198,1919,15.0,,,,,,,,,
09/12/2015,2015,12,9,4,19,0,4,2605,1563,14.6,,,,,,,,,
09/12/2015,2015,12,9,4,20,0,4,2057,1234,14.4,,,,,,,,,
09/12/2015,2015,12,9,4,21,0,4,1789,1073,14.3,,,,,,,,,
09/12/2015,2015,12,9,4,22,0,4,1675,1005,14.1,,,,,,,,,
09/12/2015,2015,12,9,4,23,0,4,1540,924,13.9,,,,,,,,,
10/12/2015,2015,12,10,5,0,0,5,1459,875,13.8,,,,,,,,,
10/12/2015,2015,12,10,5,1,0,5,1422,853,13.6,,,,,,,,,
10/12/2015,2015,12,10,5,2,0,5,1418,851,13.5,,,,,,,,,
10/12/2015,2015,12,10,5,3,0,5,1389,833,13.4,,,,,,,,,
10/12/2015,2015,12,10,5,4,0,5,1347,808,13.3,,,,,,,,,
10/12/2015,2015,12,10,5,5,0,5,1364,818,13.3,,,,,,,,,
10/12/2015,2015,12,10,5,6,0,5,1461,877,13.2,,,,,,,,,
10/12/2015,2015,12,10,5,7,0,5,1955,1173,13.2,,,,,,,,,
10/12/2015,2015,12,10,5,8,0,5,2619,1571,13.1,,,,,,,,,
10/12/2015,2015,12,10,5,9,0,5,3218,1931,13.1,,,,,,,,,
10/12/2015,2015,12,10,5,10,0,5,3905,2343,13.1,,,,,,,,,
10/12/2015,2015,12,10,5,11,0,5,3942,2365,13.2,,,,,,,,,
10/12/2015,2015,12,10,5,12,0,5,3787,2272,13.5,,,,,,,,,
10/12/2015,2015,12,10,5,13,0,5,3731,2239,13.9,,,,,,,,,
10/12/2015,2015,12,10,5,14,0,5,3921,2353,14.4,,,,,,,,,
10/12/2015,2015,12,10,5,15,0,5,3802,2281,15.0,,,,,,,,,
10/12/2015,2015,12,10,5,16,0,5,3864,2318,15.1,,,,,,,,,
10/12/2015,2015,12,10,5,17,0,5,3499,2099,14.8,,,,,,,,,
10/12/2015,2015,12,10,5,18,0,5,3038,1823,14.6,,,,,,,,,
10/12/2015,2015,12,10,5,19,0,5,2511,1507,14.2,,,,,,,,,
10/12/2015,2015,12,10,5,20,0,5,2045,1227,13.8,,,,,,,,,
10/12/2015,2015,12,10,5,21,0,5,1746,1048,13.5,,,,,,,,,
10/12/2015,2015,12,10,5,22,0,5,1627,976,13.1,,,,,,,,,
10/12/2015,2015,12,10,5,23,0,5,1565,939,12.8,,,,,,,,,
11/12/2015,2015,12,11,6,0,0,6,1445,867,12.6,,,,,,,,,
11/12/2015,2015,12,11,6,1,0,6,1421,853,12.1,,,,,,,,,
11/12/2015,2015,12,11,6,2,0,6,1394,836,11.7,,,,,,,,,
11/12/2015,2015,12,11,6,3,0,6,1380,828,11.7,,,,,,,,,
11/12/2015,2015,12,11,6,4,0,6,1377,826,11.5,,,,,,,,,
11/12/2015,2015,12,11,6,5,0,6,1392,835,11.3,,,,,,,,,
11/12/2015,2015,12,11,6,6,0,6,1468,881,10.8,,,,,,,,,
11/12/2015,2015,12,11,6,7,0,6,1976,1186,10.5,,,,,,,,,
11/12/2015,2015,12,11,6,8,0,6,2629,1577,10.4,,,,,,,,,
11/12/2015,2015,12,11,6,9,0,6,3416,2050,10.5,,,,,,,,,
11/12/2015,2015,12,11,6,10,0,6,3896,2338,11.0,,,,,,,,,
11/12/2015,2015,12,11,6,11,0,6,3815,2289,11.6,,,,,,,,,
11/12/2015,2015,12,11,6,12,0,6,3650,2190,12.0,,,,,,,,,
11/12/2015,2015,12,11,6,13,0,6,3687,2212,13.0,,,,,,,,,
11/12/2015,2015,12,11,6,14,0,6,3757,2254,13.8,,,,,,,,,
11/12/2015,2015,12,11,6,15,0,6,3903,2342,13.6,,,,,,,,,
11/12/2015,2015,12,11,6,16,0,6,3794,2276,13.8,,,,,,,,,
11/12/2015,2015,12,11,6,17,0,6,3453,2072,13.6,,,,,,,,,
11/12/2015,2015,12,11,6,18,0,6,3016,1810,13.6,,,,,,,,,
11/12/2015,2015,12,11,6,19,0,6,2508,1505,13.8,,,,,,,,,
11/12/2015,2015,12,11,6,20,0,6,2016,1210,13.8,,,,,,,,,
11/12/2015,2015,12,11,6,21,0,6,1734,1040,13.4,,,,,,,,,
11/12/2015,2015,12,11,6,22,0,6,1596,958,12.9,,,,,,,,,
11/12/2015,2015,12,11,6,23,0,6,1492,895,12.3,,,,,,,,,
12/12/2015,2015,12,12,7,0,0,7,1400,840,12.3,,,,,,,,,
12/12/2015,2015,12,12,7,1,0,7,1384,830,12.2,,,,,,,,,
12/12/2015,2015,12,12,7,2,0,7,1345,807,12.0,,,,,,,,,
12/12/2015,2015,12,12,7,3,0,7,1311,787,11.8,,,,,,,,,
12/12/2015,2015,12,12,7,4,0,7,1288,773,11.4,,,,,,,,,
12/12/2015,2015,12,12,7,5,0,7,1253,752,11.0,,,,,,,,,
12/12/2015,2015,12,12,7,6,0,7,1260,756,10.6,,,,,,,,,
12/12/2015,2015,12,12,7,7,0,7,1358,815,10.5,,,,,,,,,
12/12/2015,2015,12,12,7,8,0,7,1433,860,10.5,,,,,,,,,
12/12/2015,2015,12,12,7,9,0,7,1448,869,11.3,,,,,,,,,
12/12/2015,2015,12,12,7,10,0,7,1513,908,12.2,,,,,,,,,
12/12/2015,2015,12,12,7,11,0,7,1501,901,13.4,,,,,,,,,
12/12/2015,2015,12,12,7,12,0,7,1484,890,14.6,,,,,,,,,
12/12/2015,2015,12,12,7,13,0,7,1492,895,15.6,,,,,,,,,
12/12/2015,2015,12,12,7,14,0,7,1539,923,16.2,,,,,,,,,
12/12/2015,2015,12,12,7,15,0,7,1581,949,16.2,,,,,,,,,
12/12/2015,2015,12,12,7,16,0,7,1606,964,16.0,,,,,,,,,
12/12/2015,2015,12,12,7,17,0,7,1653,992,15.6,,,,,,,,,
12/12/2015,2015,12,12,7,18,0,7,1661,997,15.3,,,,,,,,,
12/12/2015,2015,12,12,7,19,0,7,1518,911,14.5,,,,,,,,,
12/12/2015,2015,12,12,7,20,0,7,1456,874,14.6,,,,,,,,,
12/12/2015,2015,12,12,7,21,0,7,1407,844,13.6,,,,,,,,,
12/12/2015,2015,12,12,7,22,0,7,1374,824,12.8,,,,,,,,,
12/12/2015,2015,12,12,7,23,0,7,1361,817,12.2,,,,,,,,,
13/12/2015,2015,12,13,1,0,0,1,1356,814,12.1,,,,,,,,,
13/12/2015,2015,12,13,1,1,0,1,1330,798,12.0,,,,,,,,,
13/12/2015,2015,12,13,1,2,0,1,1310,786,11.5,,,,,,,,,
13/12/2015,2015,12,13,1,3,0,1,1287,772,11.2,,,,,,,,,
13/12/2015,2015,12,13,1,4,0,1,1254,752,11.2,,,,,,,,,
13/12/2015,2015,12,13,1,5,0,1,1235,741,11.2,,,,,,,,,
13/12/2015,2015,12,13,1,6,0,1,1220,732,11.1,,,,,,,,,
13/12/2015,2015,12,13,1,7,0,1,1216,730,11.2,,,,,,,,,
13/12/2015,2015,12,13,1,8,0,1,1200,720,11.5,,,,,,,,,
13/12/2015,2015,12,13,1,9,0,1,1238,743,12.5,,,,,,,,,
13/12/2015,2015,12,13,1,10,0,1,1274,764,13.0,,,,,,,,,
13/12/2015,2015,12,13,1,11,0,1,1288,773,14.9,,,,,,,,,
13/12/2015,2015,12,13,1,12,0,1,1308,785,16.0,,,,,,,,,
13/12/2015,2015,12,13,1,13,0,1,1323,794,16.2,,,,,,,,,
13/12/2015,2015,12,13,1,14,0,1,1350,810,16.2,,,,,,,,,
13/12/2015,2015,12,13,1,15,0,1,1408,845,15.9,,,,,,,,,
13/12/2015,2015,12,13,1,16,0,1,1426,856,15.9,,,,,,,,,
13/12/2015,2015,12,13,1,17,0,1,1476,886,15.8,,,,,,,,,
13/12/2015,2015,12,13,1,18,0,1,1459,875,15.2,,,,,,,,,
13/12/2015,2015,12,13,1,19,0,1,1439,863,13.9,,,,,,,,,
13/12/2015,2015,12,13,1,20,0,1,1427,856,13.6,,,,,,,,,
13/12/2015,2015,12,13,1,21,0,1,1432,859,14.1,,,,,,,,,
13/12/2015,2015,12,13,1,22,0,1,1389,833,14.3,,,,,,,,,
13/12/2015,2015,12,13,1,23,0,1,1400,840,15.1,,,,,,,,,
14/12/2015,2015,12,14,2,0,0,2,1174,704,15.0,,,,,,,,,
14/12/2015,2015,12,14,2,11,0,2,1458,875,15.7,,,,,,,,,
14/12/2015,2015,12,14,2,12,0,2,4099,2459,16.3,,,,,,,,,
14/12/2015,2015,12,14,2,13,0,2,4042,2425,16.5,,,,,,,,,
14/12/2015,2015,12,14,2,14,0,2,4039,2423,16.7,,,,,,,,,
14/12/2015,2015,12,14,2,15,0,2,4073,2444,16.9,,,,,,,,,
14/12/2015,2015,12,14,2,16,0,2,3909,2345,16.9,,,,,,,,,
14/12/2015,2015,12,14,2,17,0,2,3697,2218,16.9,,,,,,,,,
14/12/2015,2015,12,14,2,18,0,2,3208,1925,16.6,,,,,,,,,
14/12/2015,2015,12,14,2,19,0,2,2784,1670,16.6,,,,,,,,,
14/12/2015,2015,12,14,2,20,0,2,1379,827,16.4,,,,,,,,,
15/12/2015,2015,12,15,3,19,0,3,869,521,17.4,,,,,,,,,
15/12/2015,2015,12,15,3,20,0,3,2211,1327,17.0,,,,,,,,,
15/12/2015,2015,12,15,3,21,0,3,1878,1127,16.9,,,,,,,,,
15/12/2015,2015,12,15,3,22,0,3,1449,869,16.8,,,,,,,,,
15/12/2015,2015,12,15,3,23,0,3,1568,941,16.6,,,,,,,,,
16/12/2015,2015,12,16,4,0,0,4,1495,897,14.6,,,,,,,,,
16/12/2015,2015,12,16,4,1,0,4,1478,887,12.5,,,,,,,,,
16/12/2015,2015,12,16,4,2,0,4,1433,860,12.1,,,,,,,,,
16/12/2015,2015,12,16,4,3,0,4,1416,850,11.9,,,,,,,,,
16/12/2015,2015,12,16,4,4,0,4,1409,845,11.9,,,,,,,,,
16/12/2015,2015,12,16,4,5,0,4,1395,837,11.8,,,,,,,,,
16/12/2015,2015,12,16,4,6,0,4,1466,880,11.2,,,,,,,,,
16/12/2015,2015,12,16,4,7,0,4,2015,1209,10.8,,,,,,,,,
16/12/2015,2015,12,16,4,8,0,4,2620,1572,10.8,,,,,,,,,
16/12/2015,2015,12,16,4,9,0,4,3311,1987,11.8,,,,,,,,,
16/12/2015,2015,12,16,4,10,0,4,3587,2152,12.8,,,,,,,,,
16/12/2015,2015,12,16,4,11,0,4,3588,2153,13.3,,,,,,,,,
16/12/2015,2015,12,16,4,12,0,4,3589,2153,14.5,,,,,,,,,
16/12/2015,2015,12,16,4,13,0,4,3629,2177,16.0,,,,,,,,,
16/12/2015,2015,12,16,4,14,0,4,3835,2301,16.8,,,,,,,,,
16/12/2015,2015,12,16,4,15,0,4,3812,2287,17.1,,,,,,,,,
16/12/2015,2015,12,16,4,16,0,4,3867,2320,16.5,,,,,,,,,
16/12/2015,2015,12,16,4,17,0,4,3550,2130,15.6,,,,,,,,,
16/12/2015,2015,12,16,4,18,0,4,3129,1877,15.8,,,,,,,,,
16/12/2015,2015,12,16,4,19,0,4,2637,1582,16.9,,,,,,,,,
16/12/2015,2015,12,16,4,20,0,4,1222,733,16.3,,,,,,,,,
16/12/2015,2015,12,16,4,21,0,4,1833,1100,15.2,,,,,,,,,
16/12/2015,2015,12,16,4,22,0,4,1711,1027,14.2,,,,,,,,,
16/12/2015,2015,12,16,4,23,0,4,1581,949,13.2,,,,,,,,,
17/12/2015,2015,12,17,5,0,0,5,1449,869,12.2,,,,,,,,,
17/12/2015,2015,12,17,5,1,0,5,1488,893,11.2,,,,,,,,,
17/12/2015,2015,12,17,5,2,0,5,1457,874,11.1,,,,,,,,,
17/12/2015,2015,12,17,5,3,0,5,1415,849,10.8,,,,,,,,,
17/12/2015,2015,12,17,5,4,0,5,1370,822,10.8,,,,,,,,,
17/12/2015,2015,12,17,5,5,0,5,1386,832,11.0,,,,,,,,,
17/12/2015,2015,12,17,5,6,0,5,1422,853,10.6,,,,,,,,,
17/12/2015,2015,12,17,5,7,0,5,1946,1168,10.3,,,,,,,,,
17/12/2015,2015,12,17,5,8,0,5,2628,1577,10.8,,,,,,,,,
17/12/2015,2015,12,17,5,9,0,5,3348,2009,11.9,,,,,,,,,
17/12/2015,2015,12,17,5,10,0,5,3595,2157,14.0,,,,,,,,,
17/12/2015,2015,12,17,5,11,0,5,3759,2255,16.5,,,,,,,,,
17/12/2015,2015,12,17,5,12,0,5,3686,2212,17.1,,,,,,,,,
17/12/2015,2015,12,17,5,13,0,5,3676,2206,18.2,,,,,,,,,
17/12/2015,2015,12,17,5,14,0,5,3794,2276,18.1,,,,,,,,,
17/12/2015,2015,12,17,5,15,0,5,3891,2335,17.5,,,,,,,,,
17/12/2015,2015,12,17,5,16,0,5,3839,2303,17.1,,,,,,,,,
17/12/2015,2015,12,17,5,17,0,5,3607,2164,16.8,,,,,,,,,
17/12/2015,2015,12,17,5,18,0,5,3150,1890,16.6,,,,,,,,,
17/12/2015,2015,12,17,5,19,0,5,2678,1607,16.4,,,,,,,,,
17/12/2015,2015,12,17,5,20,0,5,2215,1329,16.4,,,,,,,,,
17/12/2015,2015,12,17,5,21,0,5,1860,1116,16.4,,,,,,,,,
17/12/2015,2015,12,17,5,22,0,5,1721,1033,16.4,,,,,,,,,
17/12/2015,2015,12,17,5,23,0,5,1596,958,16.3,,,,,,,,,
18/12/2015,2015,12,18,6,0,0,6,1511,907,16.1,,,,,,,,,
18/12/2015,2015,12,18,6,1,0,6,1503,902,16.1,,,,,,,,,
18/12/2015,2015,12,18,6,2,0,6,1487,892,15.9,,,,,,,,,
18/12/2015,2015,12,18,6,3,0,6,1458,875,15.6,,,,,,,,,
18/12/2015,2015,12,18,6,4,0,6,1430,858,15.4,,,,,,,,,
18/12/2015,2015,12,18,6,5,0,6,1434,860,14.6,,,,,,,,,
18/12/2015,2015,12,18,6,6,0,6,1516,910,13.9,,,,,,,,,
18/12/2015,2015,12,18,6,7,0,6,1973,1184,13.7,,,,,,,,,
18/12/2015,2015,12,18,6,8,0,6,2621,1573,13.3,,,,,,,,,
18/12/2015,2015,12,18,6,9,0,6,3442,2065,13.5,,,,,,,,,
18/12/2015,2015,12,18,6,10,0,6,3694,2216,14.3,,,,,,,,,
18/12/2015,2015,12,18,6,11,0,6,3718,2231,14.8,,,,,,,,,
18/12/2015,2015,12,18,6,12,0,6,3644,2186,16.1,,,,,,,,,
18/12/2015,2015,12,18,6,13,0,6,3600,2160,17.7,,,,,,,,,
18/12/2015,2015,12,18,6,14,0,6,3647,2188,18.9,,,,,,,,,
18/12/2015,2015,12,18,6,15,0,6,3674,2204,18.6,,,,,,,,,
18/12/2015,2015,12,18,6,16,0,6,3594,2156,17.8,,,,,,,,,
18/12/2015,2015,12,18,6,17,0,6,3280,1968,16.6,,,,,,,,,
18/12/2015,2015,12,18,6,18,0,6,2916,1750,16.0,,,,,,,,,
18/12/2015,2015,12,18,6,19,0,6,2420,1452,15.7,,,,,,,,,
18/12/2015,2015,12,18,6,20,0,6,1937,1162,15.6,,,,,,,,,
18/12/2015,2015,12,18,6,21,0,6,1639,983,15.3,,,,,,,,,
18/12/2015,2015,12,18,6,22,0,6,1526,916,15.2,,,,,,,,,
18/12/2015,2015,12,18,6,23,0,6,1470,882,15.0,,,,,,,,,
19/12/2015,2015,12,19,7,0,0,7,1407,844,14.1,,,,,,,,,
19/12/2015,2015,12,19,7,1,0,7,1389,833,14.1,,,,,,,,,
19/12/2015,2015,12,19,7,2,0,7,1370,822,13.3,,,,,,,,,
19/12/2015,2015,12,19,7,3,0,7,1329,797,11.6,,,,,,,,,
19/12/2015,2015,12,19,7,4,0,7,1303,782,11.2,,,,,,,,,
19/12/2015,2015,12,19,7,5,0,7,1280,768,11.1,,,,,,,,,
19/12/2015,2015,12,19,7,6,0,7,1268,761,10.7,,,,,,,,,
19/12/2015,2015,12,19,7,7,0,7,1396,838,10.9,,,,,,,,,
19/12/2015,2015,12,19,7,8,0,7,1661,997,12.1,,,,,,,,,
19/12/2015,2015,12,19,7,9,0,7,1744,1046,12.8,,,,,,,,,
19/12/2015,2015,12,19,7,10,0,7,1764,1058,14.7,,,,,,,,,
19/12/2015,2015,12,19,7,11,0,7,1754,1052,16.7,,,,,,,,,
19/12/2015,2015,12,19,7,12,0,7,1778,1067,17.8,,,,,,,,,
19/12/2015,2015,12,19,7,13,0,7,1695,1017,18.2,,,,,,,,,
19/12/2015,2015,12,19,7,14,0,7,1634,980,18.4,,,,,,,,,
19/12/2015,2015,12,19,7,15,0,7,1603,962,18.4,,,,,,,,,
19/12/2015,2015,12,19,7,16,0,7,1617,970,17.8,,,,,,,,,
19/12/2015,2015,12,19,7,17,0,7,1645,987,17.3,,,,,,,,,
19/12/2015,2015,12,19,7,18,0,7,1620,972,17.2,,,,,,,,,
19/12/2015,2015,12,19,7,19,0,7,1570,942,17.0,,,,,,,,,
19/12/2015,2015,12,19,7,20,0,7,1512,907,16.7,,,,,,,,,
19/12/2015,2015,12,19,7,21,0,7,1442,865,16.5,,,,,,,,,
19/12/2015,2015,12,19,7,22,0,7,1401,841,16.2,,,,,,,,,
19/12/2015,2015,12,19,7,23,0,7,1388,833,16.0,,,,,,,,,
20/12/2015,2015,12,20,1,0,0,1,1380,828,15.2,,,,,,,,,
20/12/2015,2015,12,20,1,1,0,1,1357,814,15.0,,,,,,,,,
20/12/2015,2015,12,20,1,2,0,1,1333,800,15.0,,,,,,,,,
20/12/2015,2015,12,20,1,3,0,1,1325,795,14.9,,,,,,,,,
20/12/2015,2015,12,20,1,4,0,1,1303,782,14.6,,,,,,,,,
20/12/2015,2015,12,20,1,5,0,1,1289,773,14.4,,,,,,,,,
20/12/2015,2015,12,20,1,6,0,1,1283,770,14.3,,,,,,,,,
20/12/2015,2015,12,20,1,7,0,1,1279,767,14.0,,,,,,,,,
20/12/2015,2015,12,20,1,8,0,1,1258,755,13.7,,,,,,,,,
20/12/2015,2015,12,20,1,9,0,1,1262,757,13.9,,,,,,,,,
20/12/2015,2015,12,20,1,10,0,1,1299,779,14.5,,,,,,,,,
20/12/2015,2015,12,20,1,11,0,1,1284,770,15.1,,,,,,,,,
20/12/2015,2015,12,20,1,12,0,1,1239,743,15.6,,,,,,,,,
20/12/2015,2015,12,20,1,13,0,1,1259,755,16.2,,,,,,,,,
20/12/2015,2015,12,20,1,14,0,1,1260,756,16.2,,,,,,,,,
20/12/2015,2015,12,20,1,15,0,1,1301,781,15.7,,,,,,,,,
20/12/2015,2015,12,20,1,16,0,1,1327,796,15.2,,,,,,,,,
20/12/2015,2015,12,20,1,17,0,1,1336,802,14.2,,,,,,,,,
20/12/2015,2015,12,20,1,18,0,1,1352,811,13.6,,,,,,,,,
20/12/2015,2015,12,20,1,19,0,1,1320,792,13.3,,,,,,,,,
20/12/2015,2015,12,20,1,20,0,1,1283,770,13.1,,,,,,,,,
20/12/2015,2015,12,20,1,21,0,1,1272,763,12.8,,,,,,,,,
20/12/2015,2015,12,20,1,22,0,1,1281,769,12.6,,,,,,,,,
20/12/2015,2015,12,20,1,23,0,1,1271,763,12.5,,,,,,,,,
21/12/2015,2015,12,21,2,0,0,2,1306,784,12.2,,,,,,,,,
21/12/2015,2015,12,21,2,1,0,2,1267,760,11.2,,,,,,,,,
21/12/2015,2015,12,21,2,2,0,2,1292,775,10.8,,,,,,,,,
21/12/2015,2015,12,21,2,3,0,2,1284,770,10.6,,,,,,,,,
21/12/2015,2015,12,21,2,4,0,2,1282,769,10.2,,,,,,,,,
21/12/2015,2015,12,21,2,5,0,2,1313,788,10.1,,,,,,,,,
21/12/2015,2015,12,21,2,6,0,2,1370,822,8.4,,,,,,,,,
21/12/2015,2015,12,21,2,7,0,2,1809,1085,8.2,,,,,,,,,
21/12/2015,2015,12,21,2,8,0,2,2390,1434,8.8,,,,,,,,,
21/12/2015,2015,12,21,2,9,0,2,3056,1834,9.7,,,,,,,,,
21/12/2015,2015,12,21,2,10,0,2,3457,2074,8.7,,,,,,,,,
21/12/2015,2015,12,21,2,11,0,2,3575,2145,9.3,,,,,,,,,
21/12/2015,2015,12,21,2,12,0,2,3411,2047,9.2,,,,,,,,,
21/12/2015,2015,12,21,2,13,0,2,3299,1979,9.1,,,,,,,,,
21/12/2015,2015,12,21,2,14,0,2,3336,2002,10.6,,,,,,,,,
21/12/2015,2015,12,21,2,15,0,2,3386,2032,10.8,,,,,,,,,
21/12/2015,2015,12,21,2,16,0,2,3376,2026,10.8,,,,,,,,,
21/12/2015,2015,12,21,2,17,0,2,3216,1930,9.1,,,,,,,,,
21/12/2015,2015,12,21,2,18,0,2,2736,1642,8.8,,,,,,,,,
